Wafer_Num,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F4,Thin F3,Thin F2,Thin F1,Source_Power,Selectivity,Temp_Etching,Temp_Etching2,Temp_Etching3,Temp_Etching4,etching_rate_f1,etching_rate_f2,etching_rate_f3,etching_rate_f4
12,dry,871.7516145,O2,22.13,0.215,222,711.632,1.05805,16.739,14.964,19.997,204.484,89.999,504.484,4089.681,5112.101,5.094,93.186,29.997,36.939,436,545.707,109.167,270,1476,3643,5686,51.853,1.046,71.163,77.5099545,79.30993634,69.73003301,1430.32,2043,2167,1206
13,dry,871.6678231,O2,22.1,0.213,220,710.084,0.64519,15.99,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991,32.311,436,542.1,109.241,193,1368,3634,5715,51.72,1.043,71.008,77.79995157,79.21993724,68.65004391,1385.84,2081,2266,1175
14,dry,871.4514757,O2,22.1,0.213,220,710.093,0.97209,17.012,15.063,19.998,203.558,90.001,503.558,4071.152,5088.94,5.09,93.152,30.005,40.276,436,544.474,109.461,184,1425,3633,5681,51.837,1.046,71.009,77.459955,79.20993735,69.22003815,1419.93,2048,2208,1241
15,dry,871.6029767,O2,22.1,0.213,220,709.915,0.96194,16.115,15.001,20,204.024,90.001,504.024,4080.471,5100.588,5.096,92.998,30.001,30.716,436,540.64,109.151,138,1398,3633,5722,51.915,1.048,70.991,77.86995087,79.20993735,68.95004088,1377.15,2089,2235,1260
16,dry,871.05709,O2,22.11,0.214,221,710.547,0.62784,16.257,15.037,19.998,203.303,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995,37.029,436,539.235,109.942,218,1408,3635,5711,51.75,1.044,71.055,77.75995198,79.22993714,69.05003987,1394.47,2076,2227,1190
17,dry,871.8284764,O2,22.09,0.214,221,711.029,0.98943,16.974,15.023,20.001,204.032,89.999,504.032,4080.631,5100.789,5.092,92.562,30.004,30.263,436,554.023,108.49,212,1454,3637,5705,51.863,1.047,71.103,77.69995258,79.24993694,69.51003523,1405.29,2068,2183,1242
18,dry,871.7135322,O2,22.09,0.212,219,709.076,0.92361,16.545,14.966,19.998,202.483,90,502.483,4049.67,5062.087,5.057,92.632,30.005,29.346,436,548.455,108.904,245,1405,3636,5711,51.506,1.038,70.908,77.75995198,79.23993704,69.02004017,1379.76,2075,2231,1160
19,dry,871.6839399,O2,22.09,0.214,221,710.146,0.49806,16.691,14.971,20.001,202.787,90,502.787,4055.738,5069.673,5.07,92.741,29.996,30.558,436,544.367,108.869,161,1371,3633,5688,51.631,1.041,71.015,77.5299543,79.20993735,68.6800436,1413.46,2055,2262,1210
20,dry,871.3102963,O2,22.1,0.213,220,709.957,0.58744,16.145,15.028,20.001,202.29,89.999,502.29,4045.794,5057.243,5.058,92.721,30.004,30.501,436,558.871,108.776,211,1384,3635,5691,51.48,1.037,70.996,77.559954,79.22993714,68.81004229,1408.57,2056,2251,1173
21,dry,871.5861457,O2,22.11,0.213,220,709.783,0.89305,16.416,15.048,19.999,202.273,90.001,502.273,4045.461,5056.827,5.059,92.488,30.006,31.024,436,552.429,108.708,193,1413,3634,5683,51.567,1.039,70.978,77.4799548,79.21993724,69.10003936,1414.83,2049,2221,1220
22,dry,871.636985,O2,22.08,0.213,220,709.973,1.22993,16.007,14.993,19.998,201.875,90.001,501.875,4037.5,5046.876,5.048,92.217,30.002,22.161,436,546.001,108.235,274,1409,3644,5689,51.454,1.036,70.997,77.5399542,79.31993624,69.06003977,1410.73,2045,2235,1135
23,dry,871.509909,O2,22.09,0.213,220,709.984,0.5355,16.745,15.044,20.004,202.105,90,502.105,4042.1,5052.626,5.06,92.618,30.002,26.662,436,551.305,108.609,233,1466,3645,5721,51.395,1.035,70.998,77.85995097,79.32993613,69.63003402,1378.84,2076,2179,1233
24,dry,871.2371173,O2,22.09,0.213,220,709.983,0.73244,16.452,14.994,20,202.625,90,502.625,4052.501,5065.626,5.059,92.545,30.005,30.218,436,555.997,108.305,243,1394,3639,5694,51.442,1.036,70.998,77.58995369,79.26993674,68.91004128,1405.83,2055,2245,1151
25,dry,871.5810826,O2,22.09,0.214,221,710.137,1.04672,17.44,14.966,20.006,202.201,90.001,502.201,4044.028,5055.035,5.043,92.821,30,31.786,436,551.176,108.66,184,1420,3635,5698,51.3,1.032,71.014,77.62995329,79.22993714,69.17003866,1403.37,2063,2215,1236
26,dry,871.5927565,O2,22.09,0.214,221,710.837,0.80707,16.962,15.041,19.997,202.941,89.999,502.941,4058.827,5073.534,5.057,92.55,30.003,25.02,436,550.435,108.473,219,1519,3643,5723,51.438,1.036,71.084,77.87995077,79.30993634,70.16002867,1385.37,2080,2124,1300
27,dry,871.46516,O2,22.1,0.214,221,710.727,0.87883,16.655,14.823,20.005,202.059,90,502.059,4041.184,5051.48,5.062,92.812,30.013,34.196,436,563.401,108.962,217,1382,3641,5726,51.277,1.032,71.073,77.90995046,79.28993654,68.79004249,1381.27,2085,2259,1165
1,dry,871.391674,O2,22.11,0.216,223,713.032,1.04509,17.066,14.903,20,203.143,90.001,503.143,4062.853,5078.567,5.068,92.699,30.011,30.232,436,556.036,108.441,192,1423,3642,5683,51.476,1.037,71.303,77.4799548,79.29993644,69.20003836,1447.32,2041,2219,1231
2,dry,871.483754,O2,22.13,0.215,222,711.612,0.69712,17.119,14.955,19.996,202.415,90,502.415,4048.301,5060.377,5.064,92.825,30.002,26.925,436,547.665,108.71,194,1397,3641,5714,51.463,1.037,71.161,77.78995167,79.28993654,68.94004098,1402.12,2073,2244,1203
3,dry,872.0062032,O2,22.11,0.216,223,712.392,0.51739,16.482,14.995,19.998,202.79,90,502.79,4055.794,5069.742,5.061,92.794,30.007,31.411,436,550.573,108.854,245,1500,3641,5719,51.495,1.037,71.239,77.83995117,79.28993654,69.97003059,1404.92,2078,2141,1255
4,dry,871.2614915,O2,22.11,0.216,223,712.963,1.11164,17.21,15.034,20.004,202.86,90,502.86,4057.205,5071.506,5.064,93.136,29.996,37.292,436,553.147,108.995,204,1383,3640,5699,51.45,1.036,71.296,77.63995319,79.27993664,68.80004239,1430.63,2059,2257,1179
5,dry,871.5716543,O2,22.12,0.217,224,713.24,1.0087,16.493,14.999,20,203.245,90,503.245,4064.904,5081.13,5.081,92.78,30.006,30.239,436,553.558,108.878,192,1361,3638,5713,51.567,1.039,71.324,77.77995178,79.25993684,68.58004461,1419.4,2075,2277,1169
6,dry,871.7998926,O2,22.14,0.217,224,713.658,0.37613,16.669,15.063,20.005,202.792,89.999,502.792,4055.848,5069.81,5.067,92.822,30.002,32.761,436,558.225,108.876,253,1597,3642,5730,51.581,1.04,71.366,77.94995006,79.29993644,70.9400208,1406.58,2088,2045,1344
7,dry,872.0641922,O2,22.14,0.217,224,714.028,0.91737,16.718,14.908,20.001,203.326,90,503.326,4066.523,5083.153,5.064,92.407,29.991,17.203,436,537.11,108.302,187,1382,3638,5698,51.384,1.035,71.403,77.62995329,79.25993684,68.79004249,1442.28,2060,2256,1195
8,dry,871.7450712,O2,22.13,0.217,224,713.609,1.09082,16.369,14.981,20.001,202.201,90.001,502.201,4044.026,5055.033,5.059,92.655,29.994,28.684,436,551.091,108.795,172,1351,3635,5723,51.396,1.035,71.361,77.87995077,79.22993714,68.48004562,1413.09,2088,2284,1179
9,dry,871.9001335,O2,22.14,0.218,225,714.418,0.44827,17.31,15.069,20.002,202.683,90,502.683,4053.656,5067.07,5.063,92.695,29.993,29.181,436,551.105,108.185,213,1443,3641,5713,51.35,1.034,71.442,77.77995178,79.28993654,69.40003634,1431.18,2072,2198,1230
10,dry,871.6110117,O2,22.15,0.216,223,712.826,0.7803,16.395,15.082,20,202.436,90,502.436,4048.718,5060.898,5.056,92.595,30.001,26.682,436,554.306,108.257,205,1442,3639,5718,51.261,1.032,71.283,77.82995127,79.26993674,69.39003644,1410.26,2079,2197,1237
11,dry,871.5596314,O2,22.15,0.217,224,713.234,0.84297,17.524,15.054,20.005,202.519,90.001,502.519,4050.373,5062.966,5.08,93.323,30.005,33.873,436,547.305,109.303,182,1415,3640,5690,51.566,1.039,71.323,77.5499541,79.27993664,69.12003916,1442.34,2050,2225,1233
12,dry,871.7065978,O2,22.17,0.219,226,715.187,0.458,17.479,14.994,19.996,202.948,90,502.948,4058.96,5073.7,5.049,92.71,30,29.884,436,548.76,108.556,143,1363,3640,5715,51.449,1.036,71.519,77.79995157,79.27993664,68.60004441,1436.87,2075,2277,1220
13,dry,872.1894731,O2,22.16,0.218,225,714.097,1.11384,16.519,15.045,19.996,203.021,90,503.021,4060.422,5075.528,5.056,92.108,30,19.704,436,552.565,107.864,196,1401,3641,5711,51.256,1.031,71.41,77.75995198,79.28993654,68.98004058,1429.97,2070,2240,1205
14,dry,871.6953428,O2,22.15,0.217,224,713.596,0.53091,15.997,14.99,20.001,201.79,89.999,501.79,4035.8,5044.75,5.048,92.168,29.999,21.393,436,557.195,107.739,122,1304,3635,5721,51.265,1.032,71.36,77.85995097,79.22993714,68.01005036,1414.96,2086,2331,1182
15,dry,871.8111222,O2,22.14,0.217,224,713.273,0.78894,16.718,14.958,20,201.558,90,501.558,4031.157,5038.946,5.045,92.375,29.998,28.17,436,548.946,107.813,265,1447,3641,5713,51.141,1.029,71.327,77.77995178,79.28993654,69.44003593,1419.73,2072,2194,1182
16,dry,872.909128,O2,22.23,0.214,221,710.686,0.97556,17.927,14.936,19.998,200.275,89.999,500.275,4005.493,5006.866,5.005,91.805,29.998,40.534,436,551.142,109.291,179,1340,3633,5691,51.761,1.044,71.069,77.559954,79.20993735,68.37004673,1415.86,2058,2293,1161
17,dry,872.4182407,O2,22.24,0.214,221,711.073,0.98002,15.557,15.026,19.999,200.973,90,500.973,4019.465,5024.332,5.02,92.061,30.001,25.47,436,548.765,108.555,187,1472,3635,5695,51.6,1.04,71.107,77.59995359,79.22993714,69.69003341,1415.73,2060,2163,1285
18,dry,872.5900813,O2,22.25,0.214,221,710.814,0.91647,16.824,14.935,19.999,200.987,90,500.987,4019.746,5024.682,5.029,91.934,29.993,29.089,436,549.782,108.233,192,1376,3634,5725,51.396,1.035,71.081,77.89995056,79.21993724,68.7300431,1383.14,2091,2258,1184
19,dry,872.5307867,O2,22.24,0.215,222,711.779,0.72466,16.836,14.903,19.999,201.109,90,501.109,4022.173,5027.717,5.029,92.302,30.003,32.562,436,555.955,108.597,174,1400,3637,5695,51.271,1.032,71.178,77.59995359,79.24993694,68.97004068,1422.79,2058,2237,1226
20,dry,872.2886689,O2,22.23,0.216,223,712.757,0.55914,16.084,15.018,20.002,202.067,89.999,502.067,4041.338,5051.672,5.043,92.177,29.995,24.515,436,545.424,108.536,206,1422,3639,5711,51.496,1.037,71.276,77.75995198,79.26993674,69.19003846,1416.57,2072,2217,1216
21,dry,872.1321949,O2,22.22,0.216,223,713.04,0.85239,16.37,15.048,20,201.533,89.999,501.533,4030.663,5038.329,5.043,92.095,30.006,31.187,436,565.117,108.029,170,1392,3640,5710,51.44,1.036,71.304,77.74995208,79.27993664,68.89004148,1420.4,2070,2248,1222
22,dry,872.2223398,O2,22.21,0.215,222,712.11,1.27394,16.98,15.027,19.997,200.527,90.002,500.527,4010.544,5013.18,5.018,91.961,29.991,23.719,436,559.336,108.042,299,1332,3639,5694,51.247,1.031,71.211,77.58995369,79.26993674,68.29004754,1427.1,2055,2307,1033
23,dry,872.6191885,O2,22.21,0.217,224,713.575,0.80149,16.792,14.969,19.999,201.328,90,501.328,4026.554,5033.192,5.032,91.564,29.999,28.795,436,551.584,107.943,213,1477,3641,5714,51.247,1.031,71.358,77.78995167,79.28993654,69.74003291,1421.75,2073,2164,1264
24,dry,872.0885981,O2,22.18,0.216,223,712.199,0.7391,16.533,14.982,20.002,200.443,90,500.443,4008.869,5011.086,5.027,91.778,29.999,29.508,436,555.3,108.411,277,1346,3642,5726,51.145,1.029,71.22,77.90995046,79.29993644,68.43004613,1395.99,2084,2296,1069
25,dry,872.0911127,O2,22.15,0.217,224,713.554,0.96055,17.432,14.899,19.995,200.742,89.999,500.742,4014.845,5018.557,5.016,91.78,30.011,25.944,436,559.348,108.321,221,1409,3643,5686,51.327,1.033,71.355,77.5099545,79.30993634,69.06003977,1449.54,2043,2234,1188
26,dry,871.9066525,O2,22.14,0.217,224,713.758,0.78422,16.238,15.046,20.003,200.584,89.999,500.584,4011.687,5014.609,5.016,91.493,29.996,29.002,436,553.441,107.886,203,1464,3640,5708,51.175,1.029,71.376,77.72995228,79.27993664,69.61003422,1429.58,2068,2176,1261
27,dry,872.1020701,O2,22.15,0.216,223,712.759,0.75975,16.871,14.999,20.001,199.737,90.001,499.737,3994.731,4993.413,4.996,91.238,29.997,20.288,436,552.481,107.906,161,1471,3639,5691,51.221,1.031,71.276,77.559954,79.26993674,69.68003351,1436.59,2052,2168,1310
1,dry,871.8231118,O2,22.18,0.216,223,713.094,0.7648,16.684,14.99,20.003,199.895,90,499.895,3997.895,4997.369,5.01,91.725,29.998,25.966,436,556.551,108.409,198,1439,3641,5685,51.283,1.032,71.309,77.4999546,79.28993654,69.36003674,1445.94,2044,2202,1241
2,dry,872.296457,O2,22.17,0.218,225,714.308,1.14131,16.305,15.027,20.001,200.505,89.998,500.505,4010.104,5012.631,5.014,91.817,30.002,31.529,436,560.362,108.501,220,1465,3643,5720,51.353,1.034,71.431,77.84995107,79.30993634,69.62003412,1423.08,2077,2178,1245
3,dry,872.2217104,O2,22.19,0.218,225,714.843,0.98279,16.59,14.922,19.995,200.62,90,500.62,4012.406,5015.508,5.017,91.762,30.002,29.444,436,548.929,108.572,102,1311,3636,5730,51.355,1.034,71.484,77.94995006,79.23993704,68.08004966,1418.43,2094,2325,1209
4,dry,872.3194942,O2,22.21,0.218,225,714.77,0.71962,16.45,14.858,20.003,200.699,90,500.699,4013.975,5017.469,5.013,91.646,29.991,26.803,436,554.883,108.537,177,1407,3641,5704,51.471,1.037,71.477,77.68995268,79.28993654,69.04003997,1443.7,2063,2234,1230
5,dry,872.2769948,O2,22.21,0.219,226,715.244,0.95206,16.749,14.914,19.994,200.694,90,500.694,4013.88,5017.35,5.024,91.859,29.993,29.287,436,543.68,108.596,306,1377,3648,5724,51.416,1.035,71.524,77.88995067,79.35993583,68.740043,1428.44,2076,2271,1071
6,dry,872.6440822,O2,22.21,0.219,226,715.316,0.87819,17.027,15,19.995,200.96,90,500.96,4019.195,5023.993,5.02,91.882,29.992,30.914,436,546.453,108.736,270,1271,3652,5718,51.486,1.037,71.532,77.82995127,79.39993543,67.68005369,1435.16,2066,2381,1001
7,dry,872.3242876,O2,22.2,0.218,225,714.519,0.94265,17.293,15.016,20.004,201.022,90.001,501.022,4020.441,5025.551,5.031,92.053,29.996,30.059,436,553.464,108.864,189,1403,3640,5704,51.478,1.037,71.452,77.68995268,79.27993664,69.00004037,1441.19,2064,2237,1214
8,dry,872.0818828,O2,22.2,0.217,224,713.231,0.90669,16.73,14.9,20,201.345,90,501.345,4026.898,5033.623,5.038,92.623,30.004,32.765,436,559.533,108.831,214,1445,3640,5709,51.665,1.042,71.323,77.73995218,79.27993664,69.42003614,1423.31,2069,2195,1231
9,dry,873.033134,O2,22.26,0.211,218,708.099,0.8428,17.137,14.976,20.003,204.618,90.001,504.618,4092.367,5115.459,5.12,93.838,30.001,49.812,436,542.479,110.419,160,1423,3631,5723,52.345,1.059,70.81,77.87995077,79.18993755,69.20003836,1357.99,2092,2208,1263
10,dry,872.5846803,O2,22.24,0.209,216,705.959,0.94365,16.789,14.89,19.994,205.293,90,505.293,4105.862,5132.327,5.126,93.611,30.002,45.462,436,545.682,110.338,388,1515,3646,5685,52.357,1.059,70.596,77.4999546,79.33993603,70.12002907,1374.59,2039,2131,1127
11,dry,871.957297,O2,22.23,0.21,217,706.485,0.88077,16.003,15.097,19.998,205.181,90,505.181,4103.612,5129.515,5.129,93.819,29.995,42.44,436,547.698,110.332,373,1452,3645,5694,52.375,1.059,70.648,77.58995369,79.32993613,69.49003543,1370.85,2049,2193,1079
12,dry,872.8915992,O2,22.24,0.209,216,705.983,1.01652,17.679,14.982,20.001,205.209,90,505.209,4104.19,5130.237,5.125,93.338,30.002,49.83,436,548.749,110.185,354,1564,3650,5688,52.328,1.058,70.598,77.5299543,79.37993563,70.61002413,1371.83,2038,2086,1210
13,dry,872.3145484,O2,22.24,0.208,215,704.746,0.9262,17.457,15.071,20.005,204.56,90,504.56,4091.194,5113.992,5.135,93.752,30.008,45.629,436,557.687,110.149,225,1473,3638,5689,52.299,1.057,70.475,77.5399542,79.25993684,69.70003331,1358.46,2051,2165,1248
14,dry,873.1946729,O2,22.29,0.209,216,705.816,0.9605,15.881,15.043,19.997,205.12,90,505.12,4102.407,5128.009,5.131,93.608,30.008,37.814,436,542.705,109.941,211,1470,3634,5692,52.238,1.056,70.582,77.56995389,79.21993724,69.67003361,1366.16,2058,2164,1259
15,dry,872.7865968,O2,22.29,0.21,217,707.218,0.73711,17.368,14.975,20.004,205.125,90,505.125,4102.503,5128.129,5.13,93.05,29.995,38.76,436,543.717,109.367,147,1437,3637,5720,52.156,1.054,70.722,77.84995107,79.24993694,69.34003694,1352.18,2083,2200,1290
16,dry,872.7637573,O2,22.22,0.21,217,706.868,1.05435,16.322,15.039,19.995,203.938,89.999,503.938,4078.756,5098.445,5.097,93.164,29.997,35.724,436,552.836,109.359,334,1558,3650,5690,51.894,1.047,70.687,77.5499541,79.37993563,70.55002473,1378.68,2040,2092,1224
17,dry,872.0635933,O2,22.21,0.209,216,706.445,0.81583,17.133,14.954,20.001,204.219,90,504.219,4084.385,5105.482,5.111,93.08,30.004,34.701,436,550.608,109.383,388,1553,3655,5717,51.915,1.048,70.644,77.81995137,79.42993513,70.50002524,1347.45,2062,2102,1165
18,dry,871.5083911,O2,22.2,0.207,214,703.86,1.05078,17.689,15.003,20.002,203.628,90,503.628,4072.55,5090.688,5.091,92.815,30.013,37.626,436,559.091,109.39,242,1492,3637,5702,51.933,1.048,70.386,77.66995289,79.24993694,69.89003139,1336.6,2065,2145,1250
19,dry,872.6973433,O2,22.19,0.208,215,704.941,0.4283,16.509,14.97,20,203.299,89.999,503.299,4065.979,5082.474,5.086,92.897,30.004,55.04,405,510.691,109.307,212,1367,3636,5714,51.884,1.047,70.494,77.78995167,79.23993704,68.64004401,1335.41,2078,2269,1155
20,dry,872.2289436,O2,22.19,0.207,214,703.94,0.93518,16.217,14.992,19.998,203.69,90,503.69,4073.803,5092.254,5.093,92.752,29.997,47.455,405,503.094,109.195,248,1436,3637,5719,51.873,1.047,70.394,77.83995117,79.24993694,69.33003704,1320.4,2082,2201,1188
21,dry,872.4912831,O2,22.17,0.209,216,705.549,1.05747,16.677,15.042,20,203.298,90.001,503.298,4065.969,5082.461,5.1,93.211,30.016,48.975,405,516.917,109.359,225,1426,3640,5700,51.85,1.046,70.555,77.64995309,79.27993664,69.23003805,1355.49,2060,2214,1201
22,dry,872.4140677,O2,22.2,0.209,216,705.637,0.79169,16.707,14.97,20,204.211,89.999,504.211,4084.223,5105.279,5.104,93.215,30.001,53.36,405,505.848,109.766,136,1297,3635,5709,51.875,1.047,70.564,77.73995218,79.22993714,67.94005107,1347.37,2074,2338,1161
23,dry,872.8173606,O2,22.22,0.212,219,708.419,1.09666,16.972,14.841,19.997,204.338,89.999,504.338,4086.75,5108.438,5.111,93.545,30.005,45.079,405,504.537,109.778,183,1332,3640,5701,52.051,1.051,70.842,77.65995299,79.27993664,68.29004754,1383.19,2061,2308,1149
24,dry,872.300185,O2,22.22,0.21,217,707.023,0.99181,16.836,14.969,19.999,204.893,90,504.893,4097.866,5122.333,5.124,93.389,30.005,46.403,405,506.203,110.012,276,1410,3635,5703,52.072,1.052,70.702,77.67995278,79.22993714,69.07003967,1367.23,2068,2225,1134
25,dry,873.0254554,O2,22.24,0.212,219,708.778,0.93335,17.286,14.938,20,204.578,90,504.578,4091.565,5114.456,5.12,93.827,30.002,55.019,405,507.611,110.257,363,1475,3652,5728,52.119,1.053,70.878,77.92995026,79.39993543,69.72003311,1359.78,2076,2177,1112
26,dry,873.2831139,O2,22.25,0.212,219,708.823,0.55253,16.91,15.023,20,205.638,90.001,505.638,4112.762,5140.952,5.134,93.553,30.003,45.496,405,502.756,110.147,154,1361,3634,5723,52.226,1.056,70.882,77.87995077,79.21993724,68.58004461,1365.23,2089,2273,1207
27,dry,873.1587753,O2,22.24,0.213,220,709.902,0.75587,16.647,15.065,20.001,204.862,90,504.862,4097.245,5121.557,5.13,93.672,29.993,43.429,405,494.07,110.168,330,1487,3649,5713,52.176,1.054,70.99,77.77995178,79.36993573,69.8400319,1386.02,2064,2162,1157
1,dry,873.084869,O2,22.23,0.212,219,709.099,0.95293,17.53,15.061,20,205.173,90,505.173,4103.453,5129.316,5.134,93.185,29.997,52.835,405,503.96,109.546,367,1475,3652,5695,52.172,1.054,70.91,77.59995359,79.39993543,69.72003311,1395.99,2043,2177,1108
2,dry,873.072423,O2,22.23,0.212,219,709.007,1.03682,16.23,14.939,19.993,204.18,90,504.18,4083.593,5104.492,5.087,93.138,29.996,49.03,405,516.232,109.044,228,1379,3637,5711,51.699,1.042,70.901,77.75995198,79.24993694,68.7600428,1379.07,2074,2258,1151
3,dry,872.5332182,O2,22.24,0.211,218,707.54,0.95435,17.616,15.032,20.001,203.978,90,503.978,4079.562,5099.453,5.109,93.073,29.996,49.301,405,505.089,109.058,188,1386,3635,5692,51.774,1.044,70.754,77.56995389,79.22993714,68.83004209,1383.4,2057,2249,1198
4,dry,873.3761111,O2,22.25,0.211,218,708.313,0.86919,17.042,15.05,20,203.734,90,503.734,4074.671,5093.339,5.093,93.091,29.997,53.793,405,502.762,109.073,185,1361,3635,5728,51.724,1.043,70.831,77.92995026,79.22993714,68.58004461,1355.13,2093,2274,1176
5,dry,872.5345326,O2,22.23,0.211,218,707.85,0.75649,16.577,14.964,19.999,204.015,90,504.015,4080.294,5100.367,5.104,93.02,29.994,48.297,405,503.169,109.068,136,1406,3637,5729,51.737,1.043,70.785,77.93995016,79.24993694,69.03004007,1349.5,2092,2231,1270
6,dry,872.559143,O2,22.22,0.212,219,708.55,0.87141,16.733,14.897,20.001,203.882,89.999,503.882,4077.646,5097.058,5.094,93.141,29.989,53.493,405,498.389,109.016,114,1430,3634,5686,51.741,1.044,70.855,77.5099545,79.21993724,69.27003765,1399.5,2052,2204,1316
7,dry,872.8073954,O2,22.24,0.211,218,708.201,1.05343,16.76,14.954,20,203.626,90,503.626,4072.53,5090.662,5.084,92.834,30.005,48.595,405,510.306,109.055,168,1304,3636,5709,51.738,1.043,70.82,77.73995218,79.23993704,68.01005036,1373.01,2073,2332,1136
8,dry,873.0240205,O2,22.24,0.217,224,713.448,0.62371,17.549,15.014,20.006,206.999,90,506.999,4139.977,5174.972,5.156,93.656,29.999,55.968,405,509.604,110.289,189,1371,3640,5721,52.448,1.061,71.345,77.85995097,79.27993664,68.6800436,1413.48,2081,2269,1182
9,dry,873.1896082,O2,22.22,0.215,222,711.889,0.96914,17.399,14.956,20.004,205.161,90,505.161,4103.221,5129.026,5.144,93.213,30.005,46.246,405,510.506,109.876,153,1411,3642,5726,52.372,1.059,71.189,77.90995046,79.29993644,69.08003957,1392.89,2084,2231,1258
10,dry,872.574106,O2,22.22,0.215,222,711.589,1.12588,17.477,15.047,19.995,204.166,90,504.166,4083.317,5104.146,5.124,93.62,30.016,50.42,405,508.17,110.493,294,1462,3646,5689,52.223,1.056,71.159,77.5399542,79.33993603,69.59003442,1426.89,2043,2184,1168
11,dry,872.7711888,O2,22.22,0.215,222,711.408,0.92269,16.996,14.92,20,205.113,90,505.113,4102.262,5127.827,5.134,93.951,29.99,50.833,405,494.681,110.65,385,1471,3652,5705,52.251,1.056,71.141,77.69995258,79.39993543,69.68003351,1409.08,2053,2181,1086
12,dry,872.7380206,O2,22.21,0.215,222,711.541,0.94531,16.911,15.025,19.995,205.405,90,505.405,4108.105,5135.131,5.115,92.885,29.994,47.903,405,514.739,109.223,203,1421,3640,5705,52.104,1.053,71.154,77.69995258,79.27993664,69.18003856,1410.41,2065,2219,1218
13,dry,872.6970523,O2,22.23,0.213,220,709.592,0.6869,16.741,14.897,19.997,204.504,89.999,504.504,4090.081,5112.602,5.111,92.863,30.01,54.367,405,508.309,109.296,133,1407,3637,5681,52.047,1.051,70.959,77.459955,79.24993694,69.04003997,1414.92,2044,2230,1274
14,dry,872.7767325,O2,22.23,0.213,220,710.17,0.9502,16.374,14.997,19.996,203.344,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997,48.128,405,508.704,109.117,142,1493,3638,5707,51.995,1.05,71.017,77.71995238,79.25993684,69.90003129,1394.7,2069,2145,1351
15,dry,873.2619609,O2,22.24,0.213,220,710.145,0.89346,16.167,15.02,19.999,203.162,90,503.162,4063.243,5079.054,5.074,92.824,29.995,48.257,405,499.89,109.157,342,1464,3647,5691,51.77,1.044,71.014,77.559954,79.34993593,69.61003422,1410.45,2044,2183,1122
16,dry,872.734309,O2,22.23,0.212,219,709.285,0.86659,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30,56.745,405,507.749,108.508,228,1340,3638,5707,51.7,1.042,70.929,77.71995238,79.25993684,68.37004673,1385.85,2069,2298,1112
17,dry,872.8679334,O2,22.24,0.213,220,710.068,0.89031,16.911,14.957,19.998,202.24,90,502.24,4044.792,5055.99,5.065,92.629,29.988,47.979,405,501.808,109.211,268,1392,3642,5687,51.681,1.042,71.007,77.5199544,79.29993644,68.89004148,1413.68,2045,2250,1124
18,dry,872.7142818,O2,22.22,0.214,221,710.381,0.99883,16.17,14.994,19.997,203.158,90.001,503.158,4063.154,5078.943,5.071,92.356,29.999,57.05,405,508.53,108.452,225,1383,3643,5691,51.663,1.042,71.038,77.559954,79.30993634,68.80004239,1412.81,2048,2260,1158
19,dry,871.7241738,O2,22.16,0.212,219,708.853,0.95502,16.625,15.023,20.004,202.01,90,502.01,4040.198,5050.247,5.062,92.422,29.994,49.564,405,514.864,108.944,137,1472,3636,5704,51.633,1.041,70.885,77.68995268,79.23993704,69.69003341,1384.53,2068,2164,1335
20,dry,871.6366975,O2,22.16,0.213,220,709.539,0.72675,17.051,15.032,20.002,202.28,90,502.28,4045.605,5057.006,5.065,92.611,29.999,55.576,405,511.264,109.011,214,1450,3641,5684,51.613,1.04,70.954,77.4899547,79.28993654,69.47003563,1411.39,2043,2191,1236
21,dry,872.3056106,O2,22.16,0.213,220,709.879,1.11628,17.129,15.055,20.002,201.983,90,501.983,4039.651,5049.563,5.053,92.373,29.999,48.845,405,513.053,109.038,223,1588,3640,5712,51.604,1.04,70.988,77.76995188,79.27993664,70.85002171,1386.79,2072,2052,1365
22,dry,871.707377,O2,22.17,0.214,221,710.548,0.87753,17.282,14.95,20.003,202.338,90,502.338,4046.759,5058.449,5.06,93.038,29.985,48.324,405,513.13,109.912,222,1284,3638,5730,51.645,1.041,71.055,77.94995006,79.25993684,67.81005238,1375.48,2092,2354,1062
23,dry,872.4818912,O2,22.17,0.215,222,711.942,0.66878,16.531,15.075,19.999,203.959,89.999,503.959,4079.187,5098.983,5.087,92.576,30.002,53.728,405,505.909,109.309,164,1339,3639,5732,51.987,1.05,71.194,77.96994986,79.26993674,68.36004683,1387.42,2093,2300,1175
24,dry,872.2534841,O2,22.18,0.215,222,711.872,1.08194,16.621,14.926,19.998,202.405,90,502.405,4048.101,5060.126,5.066,92.499,30.005,47.749,405,509.381,109.183,243,1433,3644,5693,51.785,1.045,71.187,77.57995379,79.31993624,69.30003735,1425.72,2049,2211,1190
